,audience,comment,presents,share,url,Time
304,197,4,12,1,http://qiniuuwmp3.changba.com/1062563976.mp3,2018-05-17 00:00:00
305,58,1,0,0,http://qiniuuwmp3.changba.com/1062300682.mp3,2018-05-16 00:00:00
306,71,3,6,0,http://upscuw.changba.com/1050628936.mp3,2018-04-16 00:00:00
307,105,3,9,0,http://upscuw.changba.com/1048553614.mp3,2018-04-11 00:00:00
308,84,4,3,0,http://upscuw.changba.com/1048550013.mp3,2018-04-11 00:00:00
309,105,3,8,0,http://qiniuuwmp3.changba.com/1044453270.mp3,2018-04-01 00:00:00
310,83,3,2,1,http://qiniuuwmp3.changba.com/1044450755.mp3,2018-04-01 00:00:00
311,95,4,6,0,http://upscuw.changba.com/1042396219.mp3,2018-03-27 00:00:00
312,535,17,17,2,http://qiniuuwmp3.changba.com/1039661784.mp3,2018-03-23 00:00:00
313,175,2,6,0,http://upscuw.changba.com/1039655023.mp3,2018-03-20 00:00:00
314,189,8,8,0,http://qiniuuwmp3.changba.com/1038847053.mp3,2018-03-18 00:00:00
315,154,5,10,0,http://qiniuuwmp3.changba.com/1038832085.mp3,2018-03-18 00:00:00
316,96,3,15,1,http://upscuw.changba.com/1038807302.mp3,2018-03-18 00:00:00
317,135,7,13,0,http://upscuw.changba.com/1037151622.mp3,2018-03-14 00:00:00
318,72,3,2,0,http://upscuw.changba.com/1037138018.mp3,2018-03-14 00:00:00
319,129,2,2,1,http://upscuw.changba.com/1037136707.mp3,2018-03-14 00:00:00
320,182,7,7,0,http://qiniuuwmp3.changba.com/1036753583.mp3,2018-03-13 00:00:00
321,149,4,9,0,http://upscuw.changba.com/1036000222.mp3,2018-03-11 00:00:00
322,153,5,3,0,http://upscuw.changba.com/1034430930.mp3,2018-03-07 00:00:00
323,139,3,2,0,http://upscuw.changba.com/1032128425.mp3,2018-03-01 00:00:00
324,171,9,7,3,http://qiniuuwmp3.changba.com/1032090254.mp3,2018-03-01 00:00:00
325,179,8,15,5,http://upscuw.changba.com/1031280533.mp3,2018-02-27 00:00:00
326,176,4,8,4,http://qiniuuwmp3.changba.com/1029699088.mp3,2018-02-23 00:00:00
327,195,6,25,1,http://upscuw.changba.com/1029686717.mp3,2018-02-23 00:00:00
328,105,2,3,0,http://upscuw.changba.com/1029658711.mp3,2018-02-23 00:00:00
329,91,1,0,1,http://upscuw.changba.com/1028278203.mp3,2018-02-19 00:00:00
330,107,2,6,0,http://qiniuuwmp3.changba.com/1024926849.mp3,2018-02-10 00:00:00
331,89,5,12,2,http://qiniuuwmp3.changba.com/1024921583.mp3,2018-02-10 00:00:00
332,105,1,9,2,http://qiniuuwmp3.changba.com/1024577891.mp3,2018-02-09 00:00:00
333,126,4,3,0,http://upscuw.changba.com/1022111834.mp3,2018-02-03 00:00:00
334,204,6,18,1,http://qiniuuwmp3.changba.com/1022102699.mp3,2018-02-03 00:00:00
335,126,4,2,1,http://qiniuuwmp3.changba.com/1021702366.mp3,2018-02-02 00:00:00
336,84,2,0,0,http://upscuw.changba.com/1021695403.mp3,2018-02-02 00:00:00
337,83,2,2,0,http://qiniuuwmp3.changba.com/1021651766.mp3,2018-02-02 00:00:00
338,56,1,1,0,http://upscuw.changba.com/1021646420.mp3,2018-02-02 00:00:00
339,181,5,14,1,http://upscuw.changba.com/1020778904.mp3,2018-01-31 00:00:00
340,62,1,4,0,http://upscuw.changba.com/1020774224.mp3,2018-01-31 00:00:00
341,95,3,3,0,http://upscuw.changba.com/1019495428.mp3,2018-01-28 00:00:00
342,67,2,3,0,http://upscuw.changba.com/1019495028.mp3,2018-01-28 00:00:00
343,175,6,11,2,http://upscuw.changba.com/1019018741.mp3,2018-01-27 00:00:00
344,79,4,3,0,http://qiniuuwmp3.changba.com/1019014371.mp3,2018-01-27 00:00:00
345,188,11,12,13,http://upscuw.changba.com/1018994909.mp3,2018-01-28 00:00:00
346,175,2,6,0,http://qiniuuwmp3.changba.com/1017716347.mp3,2018-01-24 00:00:00
347,156,4,7,1,http://upscuw.changba.com/1017710737.mp3,2018-01-24 00:00:00
348,290,13,18,2,http://qiniuuwmp3.changba.com/1015914897.mp3,2018-01-26 00:00:00
349,101,6,20,1,http://upscuw.changba.com/1014223333.mp3,2018-01-16 00:00:00
350,53,2,5,0,http://upscuw.changba.com/1013355533.mp3,2018-01-14 00:00:00
351,91,8,7,1,http://qiniuuwmp3.changba.com/1012525489.mp3,2018-01-12 00:00:00
352,97,5,7,1,http://upscuw.changba.com/1012114126.mp3,2018-01-11 00:00:00
353,68,4,11,0,http://upscuw.changba.com/1012093219.mp3,2018-01-11 00:00:00
354,55,3,8,0,http://upscuw.changba.com/1011300034.mp3,2018-01-09 00:00:00
355,46,3,4,0,http://qiniuuwmp3.changba.com/1010726659.mp3,2018-01-08 00:00:00
356,56,4,2,2,http://upscuw.changba.com/1010720319.mp3,2018-01-08 00:00:00
357,58,2,1,0,http://upscuw.changba.com/1010292527.mp3,2018-01-07 00:00:00
358,61,4,2,1,http://qiniuuwmp3.changba.com/1009804389.mp3,2018-01-06 00:00:00
359,61,7,4,2,http://qiniuuwmp3.changba.com/1009794058.mp3,2018-01-06 00:00:00
360,89,3,5,0,http://upscuw.changba.com/1009774142.mp3,2018-01-06 00:00:00
361,59,5,3,0,http://qiniuuwmp3.changba.com/1009754158.mp3,2018-01-06 00:00:00
362,47,2,3,0,http://qiniuuwmp3.changba.com/1009345849.mp3,2018-01-05 00:00:00
363,43,3,0,1,http://qiniuuwmp3.changba.com/1009330558.mp3,2018-01-05 00:00:00
364,55,1,1,0,http://upscuw.changba.com/1008467021.mp3,2018-01-03 00:00:00
365,33,1,0,0,http://upscuw.changba.com/1008436504.mp3,2018-01-03 00:00:00
366,50,2,1,0,http://upscuw.changba.com/1008434117.mp3,2018-01-03 00:00:00
367,63,4,2,1,http://qiniuuwmp3.changba.com/1007655290.mp3,2018-01-01 00:00:00
368,52,3,3,0,http://qiniuuwmp3.changba.com/1007572482.mp3,2018-01-01 00:00:00
369,68,1,6,1,http://upscuw.changba.com/1007567705.mp3,2018-01-01 00:00:00
370,46,7,1,2,http://upscuw.changba.com/1007226608.mp3,2017-12-31 00:00:00
371,43,2,0,0,http://upscuw.changba.com/1007220209.mp3,2017-12-31 00:00:00
372,83,4,1,3,http://upscuw.changba.com/1007212411.mp3,2017-12-31 00:00:00
373,171,6,14,4,http://qiniuuwmp3.changba.com/1005178193.mp3,2017-12-26 00:00:00
374,94,3,2,1,http://upscuw.changba.com/1005157238.mp3,2017-12-26 00:00:00
375,154,2,11,0,http://qiniuuwmp3.changba.com/1004723879.mp3,2017-12-25 00:00:00
376,77,2,7,0,http://qiniuuwmp3.changba.com/1004718378.mp3,2017-12-25 00:00:00
377,75,2,7,2,http://upscuw.changba.com/1004714706.mp3,2017-12-25 00:00:00
378,36,2,1,0,http://upscuw.changba.com/1004348835.mp3,2017-12-24 00:00:00
379,53,5,4,1,http://qiniuuwmp3.changba.com/1004341556.mp3,2017-12-24 00:00:00
380,55,6,1,4,http://qiniuuwmp3.changba.com/1004334554.mp3,2017-12-24 00:00:00
381,61,2,0,0,http://qiniuuwmp3.changba.com/1004319776.mp3,2017-12-24 00:00:00
382,91,3,11,0,http://qiniuuwmp3.changba.com/1000799773.mp3,2017-12-15 00:00:00
383,479,7,21,5,https://qiniuuwmp3.changba.com/998301777.mp3,2017-12-09 00:00:00
384,225,1,3,0,http://qiniuuwmp3.changba.com/998298067.mp3,2017-12-09 00:00:00
385,98,1,2,0,http://qiniuuwmp3.changba.com/997928655.mp3,2017-12-08 00:00:00
386,132,2,11,1,http://upscuw.changba.com/997921318.mp3,2017-12-08 00:00:00
387,94,5,6,1,http://qiniuuwmp3.changba.com/997916160.mp3,2017-12-08 00:00:00
388,126,5,12,0,http://upscuw.changba.com/996775007.mp3,2017-12-05 00:00:00
389,399,10,16,1,http://qiniuuwmp3.changba.com/995930055.mp3,2017-12-03 00:00:00
390,117,5,19,2,http://qiniuuwmp3.changba.com/990407454.mp3,2017-11-19 00:00:00
391,222,7,24,2,http://upscuw.changba.com/979883036.mp3,2017-10-24 00:00:00
392,132,10,18,5,http://qiniuuwmp3.changba.com/966316880.mp3,2017-09-23 00:00:00
393,131,2,6,4,http://ksapuw.changba.com/userdata/userwork/114/965812114.mp3,2017-09-22 00:00:00
394,,,,,,
395,87,4,5,1,http://qiniuuwmp3.changba.com/964869455.mp3,2017-09-20 00:00:00
396,92,4,11,1,http://upscuw.changba.com/964351202.mp3,2017-09-19 00:00:00
397,77,4,8,1,http://upscuw.changba.com/964340707.mp3,2017-09-19 00:00:00
398,80,0,4,0,http://upscuw.changba.com/964324741.mp3,
399,222,16,35,0,,2017-09-16 00:00:00
400,71,3,13,0,http://upscuw.changba.com/961782114.mp3,2017-09-14 00:00:00
401,100,0,3,1,http://qiniuuwmp3.changba.com/961766966.mp3,
402,74,3,14,0,http://qiniuuwmp3.changba.com/960790250.mp3,2017-09-12 00:00:00
403,62,3,2,0,http://qiniuuwmp3.changba.com/960780571.mp3,2017-09-12 00:00:00
404,85,2,6,0,http://upscuw.changba.com/960768404.mp3,2017-09-12 00:00:00
405,85,4,8,1,http://upscuw.changba.com/958604706.mp3,2017-09-08 00:00:00
406,56,0,0,0,http://qiniuuwmp3.changba.com/957415591.mp3,
407,76,3,5,0,http://upscuw.changba.com/957407227.mp3,2017-09-06 00:00:00
408,87,1,10,1,http://qiniuuwmp3.changba.com/955865680.mp3,2017-09-05 00:00:00
409,89,4,8,0,http://ksapuw.changba.com/userdata/userwork/835/954789835.mp3,2017-09-01 00:00:00
410,80,3,3,0,http://upscuw.changba.com/954767907.mp3,2017-09-01 00:00:00
411,212,4,14,2,http://qiniuuwmp3.changba.com/953743670.mp3,2017-08-30 00:00:00
412,80,2,2,1,http://upscuw.changba.com/949135034.mp3,2017-08-22 00:00:00
413,58,2,9,0,http://qiniuuwmp3.changba.com/949119173.mp3,2017-08-21 00:00:00
414,45,4,7,0,http://ksapuw.changba.com/userdata/userwork/914/948025914.mp3,2017-08-19 00:00:00
415,51,1,1,0,http://qiniuuwmp3.changba.com/945209772.mp3,2017-08-14 00:00:00
416,69,2,3,0,http://qiniuuwmp3.changba.com/941556787.mp3,2017-08-09 00:00:00
417,64,4,8,0,http://upscuw.changba.com/940212430.mp3,2017-08-05 00:00:00
418,106,10,8,0,http://qiniuuwmp3.changba.com/940167748.mp3,2017-08-05 00:00:00
419,123,14,10,3,http://upscuw.changba.com/939299137.mp3,2017-08-04 00:00:00
420,110,3,8,0,http://qiniuuwmp3.changba.com/936627556.mp3,2017-07-30 00:00:00
421,87,8,7,2,http://qiniuuwmp3.changba.com/936604956.mp3,2017-07-30 00:00:00
422,142,6,10,1,http://upscuw.changba.com/936201217.mp3,2017-07-29 00:00:00
423,57,2,3,0,http://qiniuuwmp3.changba.com/934988767.mp3,2017-07-27 00:00:00
424,102,4,11,0,http://ksapuw.changba.com/userdata/userwork/219/933297219.mp3,2017-07-24 00:00:00
425,178,6,6,0,http://qiniuuwmp3.changba.com/932863683.mp3,2017-07-24 00:00:00
426,86,2,4,0,http://upscuw.changba.com/929442025.mp3,2017-07-17 00:00:00
427,65,8,3,0,http://upscuw.changba.com/926899817.mp3,2017-07-13 00:00:00
428,88,6,6,4,http://qiniuuwmp3.changba.com/925323968.mp3,2017-07-10 00:00:00
429,198,7,16,1,http://ksapuw.changba.com/userdata/userwork/324/924424324.mp3,2017-07-09 00:00:00
430,103,1,5,0,http://upuwmp3.changba.com/userdata/userwork/544/924414544.mp3,2017-08-06 00:00:00
431,168,6,33,5,http://ksapuw.changba.com/userdata/userwork/15/923869015.mp3,2017-07-08 00:00:00
432,153,4,8,0,http://upuwmp3.changba.com/userdata/userwork/992/923223992.mp3,2017-07-07 00:00:00
433,335,9,6,3,http://upscuw.changba.com/922614032.mp3,2017-07-06 00:00:00
434,154,2,6,0,http://upscuw.changba.com/922282420.mp3,2017-07-05 00:00:00
435,102,6,16,2,http://qiniuuwmp3.changba.com/922259446.mp3,2017-07-06 00:00:00
436,74,1,1,0,http://qiniuuwmp3.changba.com/922241868.mp3,2017-07-05 00:00:00
437,68,2,0,0,http://qiniuuwmp3.changba.com/921531463.mp3,2017-07-04 00:00:00
438,116,4,3,1,http://upscuw.changba.com/921398911.mp3,2017-07-05 00:00:00
439,98,2,5,1,http://upscuw.changba.com/920776710.mp3,2017-07-03 00:00:00
440,72,1,1,0,http://qiniuuwmp3.changba.com/920742572.mp3,2017-07-03 00:00:00
441,101,3,5,1,http://qiniuuwmp3.changba.com/920019165.mp3,2017-07-02 00:00:00
442,123,3,0,1,http://qiniuuwmp3.changba.com/919980476.mp3,2017-07-02 00:00:00
443,118,5,10,0,http://ksapuw.changba.com/userdata/userwork/719/919648719.mp3,2017-07-01 00:00:00
444,172,4,7,1,http://qiniuuwmp3.changba.com/919462661.mp3,2017-07-01 00:00:00
445,191,16,43,4,http://upscuw.changba.com/918995940.mp3,2017-07-01 00:00:00
446,122,1,6,2,http://qiniuuwmp3.changba.com/918929483.mp3,2017-07-03 00:00:00
447,74,4,10,0,http://upscuw.changba.com/917740530.mp3,2017-06-28 00:00:00
448,111,5,3,1,http://qiniuuwmp3.changba.com/917411473.mp3,2017-06-28 00:00:00
449,286,8,7,4,http://qiniuuwmp3.changba.com/917084179.mp3,2017-06-27 00:00:00
450,145,1,3,1,http://upscuw.changba.com/916214512.mp3,2017-06-26 00:00:00
451,89,3,5,0,http://upscuw.changba.com/916201501.mp3,2017-06-26 00:00:00
452,105,5,4,0,http://upscuw.changba.com/916194430.mp3,2017-06-26 00:00:00
453,113,3,5,0,http://qiniuuwmp3.changba.com/915780272.mp3,2017-06-25 00:00:00
454,754,21,26,6,http://upscuw.changba.com/915463313.mp3,2018-05-03 00:00:00
455,470,20,32,8,http://upscuw.changba.com/914989210.mp3,2017-06-25 00:00:00
456,100,4,13,0,http://qiniuuwmp3.changba.com/914861493.mp3,2017-06-24 00:00:00
457,979,39,58,35,http://qiniuuwmp3.changba.com/913893667.mp3,2017-06-23 00:00:00
458,109,4,7,0,http://upscuw.changba.com/913765140.mp3,2017-06-22 00:00:00
459,805,19,24,7,http://qiniuuwmp3.changba.com/913334868.mp3,2017-10-19 00:00:00
460,109,7,8,1,http://upscuw.changba.com/910188116.mp3,2017-06-16 00:00:00
461,47,1,0,0,http://upscuw.changba.com/910163833.mp3,2017-06-16 00:00:00
462,114,5,2,2,http://upuwmp3.changba.com/userdata/userwork/895/909521895.mp3,2017-06-15 00:00:00
463,121,5,3,0,http://qiniuuwmp3.changba.com/904925453.mp3,2017-06-08 00:00:00
464,195,19,24,3,http://qiniuuwmp3.changba.com/904153178.mp3,2017-06-08 00:00:00
465,107,2,2,3,http://upscuw.changba.com/897974525.mp3,2017-05-27 00:00:00
466,94,6,5,0,http://qiniuuwmp3.changba.com/897916153.mp3,2017-05-27 00:00:00
467,134,5,8,0,http://upscuw.changba.com/897884433.mp3,2017-05-27 00:00:00
468,73,1,4,0,http://qiniuuwmp3.changba.com/897361551.mp3,2017-07-14 00:00:00
469,,,,,,
470,110,3,3,0,http://upscuw.changba.com/896799641.mp3,2017-05-27 00:00:00
471,94,3,8,2,http://upscuw.changba.com/896162306.mp3,2017-06-11 00:00:00
472,71,2,0,0,http://upscuw.changba.com/895524530.mp3,2017-05-24 00:00:00
473,57,3,1,0,http://upscuw.changba.com/895505122.mp3,2017-05-23 00:00:00
474,62,3,3,0,http://upscuw.changba.com/895498030.mp3,2017-05-23 00:00:00
475,171,5,5,1,http://upscuw.changba.com/894142721.mp3,2017-05-21 00:00:00
476,113,1,4,0,http://ksapuw.changba.com/userdata/userwork/931/893705931.mp3,2017-05-21 00:00:00
477,224,8,16,0,http://upuwmp3.changba.com/userdata/userwork/293/893669293.mp3,2017-05-20 00:00:00
478,,,,,,
479,81,1,0,0,http://qiniuuwmp3.changba.com/892272855.mp3,2017-05-18 00:00:00
480,81,3,2,1,http://qiniuuwmp3.changba.com/892256263.mp3,2017-05-18 00:00:00
481,65,5,1,3,http://upscuw.changba.com/892241044.mp3,2017-05-18 00:00:00
482,79,3,2,0,http://ksapuw.changba.com/userdata/userwork/336/892031336.mp3,2017-05-17 00:00:00
483,74,6,6,0,http://upuwmp3.changba.com/userdata/userwork/851/891922851.mp3,2017-05-17 00:00:00
484,,,,,,
485,79,1,3,0,http://qiniuuwmp3.changba.com/891415189.mp3,2017-05-16 00:00:00
486,31,1,2,0,http://qiniuuwmp3.changba.com/891404852.mp3,2017-05-17 00:00:00
487,85,1,1,0,http://upscuw.changba.com/891386942.mp3,2017-05-16 00:00:00
488,75,2,0,0,http://qiniuuwmp3.changba.com/890879863.mp3,2017-05-15 00:00:00
489,189,4,9,1,http://qiniuuwmp3.changba.com/890866361.mp3,2017-05-15 00:00:00
490,106,9,4,3,http://qiniuuwmp3.changba.com/890848668.mp3,2017-05-15 00:00:00
491,87,3,2,0,http://upuwmp3.changba.com/userdata/userwork/146/890522146.mp3,2017-05-14 00:00:00
492,71,6,3,1,http://upuwmp3.changba.com/userdata/userwork/877/890485877.mp3,2017-05-14 00:00:00
493,99,8,4,2,http://upuwmp3.changba.com/userdata/userwork/865/890450865.mp3,2017-05-14 00:00:00
494,101,2,1,0,http://ksapuw.changba.com/userdata/userwork/333/890384333.mp3,2017-05-14 00:00:00
495,114,7,5,3,http://upuwmp3.changba.com/userdata/userwork/585/890026585.mp3,2017-05-14 00:00:00
496,122,0,6,0,http://upscuw.changba.com/889447722.mp3,
497,120,4,3,0,http://upscuw.changba.com/888856026.mp3,2017-05-12 00:00:00
498,109,3,7,0,http://qiniuuwmp3.changba.com/888836851.mp3,2017-05-12 00:00:00
499,198,6,10,3,http://upscuw.changba.com/888496512.mp3,2017-05-11 00:00:00
500,79,1,1,0,http://upscuw.changba.com/887336834.mp3,2017-05-09 00:00:00
501,58,2,2,1,http://upscuw.changba.com/887323601.mp3,2017-05-09 00:00:00
502,39,1,2,0,http://upscuw.changba.com/887292607.mp3,2017-05-11 00:00:00
503,130,14,10,3,http://upscuw.changba.com/886934501.mp3,2017-05-08 00:00:00
504,146,3,2,2,http://upscuw.changba.com/886886519.mp3,2017-05-08 00:00:00
505,66,3,1,2,http://qiniuuwmp3.changba.com/886810595.mp3,2017-05-08 00:00:00
506,112,6,11,0,http://qiniuuwmp3.changba.com/886574070.mp3,2017-05-08 00:00:00
507,174,6,6,0,http://qiniuuwmp3.changba.com/886005790.mp3,2017-05-07 00:00:00
508,85,7,2,2,http://qiniuuwmp3.changba.com/885960250.mp3,2017-05-07 00:00:00
509,52,2,6,0,http://qiniuuwmp3.changba.com/885946184.mp3,2017-05-07 00:00:00
510,136,10,10,1,http://qiniuuwmp3.changba.com/885338868.mp3,2017-05-06 00:00:00
511,39,0,5,0,http://upscuw.changba.com/885337023.mp3,
512,61,5,4,1,http://upscuw.changba.com/885036815.mp3,2017-05-05 00:00:00
513,58,3,4,0,http://upscuw.changba.com/885006923.mp3,2017-05-05 00:00:00
514,47,1,2,0,http://qiniuuwmp3.changba.com/884979863.mp3,2017-05-05 00:00:00
515,84,10,8,1,http://qiniuuwmp3.changba.com/884791647.mp3,2017-05-05 00:00:00
516,149,6,15,3,http://upscuw.changba.com/882218212.mp3,2017-04-30 00:00:00
517,102,1,2,0,http://qiniuuwmp3.changba.com/882195157.mp3,2017-04-30 00:00:00
518,208,6,12,5,http://upscuw.changba.com/880716037.mp3,2017-04-28 00:00:00
519,102,2,1,0,http://upscuw.changba.com/880488815.mp3,2017-04-27 00:00:00
520,88,5,2,2,http://qiniuuwmp3.changba.com/880458892.mp3,2017-04-27 00:00:00
521,165,4,6,0,http://qiniuuwmp3.changba.com/879653645.mp3,2017-04-26 00:00:00
522,86,5,10,0,http://upscuw.changba.com/879609134.mp3,2017-04-26 00:00:00
523,155,10,23,6,http://upuwmp3.changba.com/userdata/userwork/443/879266443.mp3,2017-04-25 00:00:00
524,131,2,10,2,http://qiniuuwmp3.changba.com/878645893.mp3,2017-04-24 00:00:00
525,101,4,3,0,http://qiniuuwmp3.changba.com/878612388.mp3,2017-04-24 00:00:00
526,92,5,14,0,http://qiniuuwmp3.changba.com/878018761.mp3,2017-04-23 00:00:00
527,58,6,1,0,http://qiniuuwmp3.changba.com/877671599.mp3,2017-04-22 00:00:00
528,81,0,3,0,http://qiniuuwmp3.changba.com/877597163.mp3,
529,73,5,9,0,http://ksapuw.changba.com/userdata/userwork/938/877155938.mp3,2017-04-22 00:00:00
530,178,6,14,4,http://upuwmp3.changba.com/userdata/userwork/48/877116048.mp3,2017-04-21 00:00:00
531,90,1,4,0,http://upscuw.changba.com/876270022.mp3,2017-04-20 00:00:00
532,78,3,7,1,http://qiniuuwmp3.changba.com/876261083.mp3,2017-04-20 00:00:00
533,201,6,14,2,http://qiniuuwmp3.changba.com/876252058.mp3,2017-04-20 00:00:00
534,87,6,5,1,http://qiniuuwmp3.changba.com/876043368.mp3,2017-04-19 00:00:00
535,76,4,7,2,http://upscuw.changba.com/876032223.mp3,2017-04-19 00:00:00
536,86,8,9,1,http://upscuw.changba.com/875995824.mp3,2017-04-19 00:00:00
537,58,5,9,1,http://qiniuuwmp3.changba.com/875858356.mp3,2017-04-19 00:00:00
538,139,11,17,2,http://upuwmp3.changba.com/userdata/userwork/457/875391457.mp3,2017-04-18 00:00:00
539,75,7,20,1,http://qiniuuwmp3.changba.com/874966881.mp3,2017-04-17 00:00:00
540,164,11,12,3,,2017-04-16 00:00:00
541,109,7,19,3,,2017-04-15 00:00:00
542,108,5,5,3,http://upscuw.changba.com/865167937.mp3,2017-04-01 00:00:00
543,125,3,11,0,http://qiniuuwmp3.changba.com/865166978.mp3,2017-04-01 00:00:00
544,618,9,23,1,http://upscuw.changba.com/865166040.mp3,2017-04-01 00:00:00
545,231,6,9,3,http://upscuw.changba.com/865164635.mp3,2017-04-01 00:00:00
546,149,4,12,0,http://qiniuuwmp3.changba.com/865152593.mp3,2017-04-03 00:00:00
547,117,8,7,4,http://qiniuuwmp3.changba.com/865127356.mp3,2017-04-01 00:00:00
548,143,3,10,0,http://qiniuuwmp3.changba.com/864779163.mp3,2017-03-31 00:00:00
549,87,3,5,0,http://qiniuuwmp3.changba.com/864711476.mp3,2017-03-31 00:00:00
550,205,11,14,4,http://qiniuuwmp3.changba.com/863526645.mp3,2017-03-29 00:00:00
551,113,5,3,0,http://qiniuuwmp3.changba.com/863480452.mp3,2017-03-29 00:00:00
552,133,9,9,2,http://qiniuuwmp3.changba.com/862934597.mp3,2017-03-28 00:00:00
553,491,17,23,7,http://upscuw.changba.com/862697725.mp3,2017-09-29 00:00:00
554,1682,28,56,12,http://qiniuuwmp3.changba.com/862687089.mp3,2018-05-07 00:00:00
555,299,16,30,10,http://qiniuuwmp3.changba.com/862188450.mp3,2017-03-28 00:00:00
556,137,4,4,0,http://qiniuuwmp3.changba.com/862161272.mp3,2017-03-27 00:00:00
557,,,,,,
558,175,19,9,3,http://qiniuuwmp3.changba.com/861900098.mp3,2017-03-27 00:00:00
559,569,12,29,6,http://upscuw.changba.com/861873409.mp3,2017-03-27 00:00:00
560,304,9,18,1,http://qiniuuwmp3.changba.com/857238287.mp3,2017-03-19 00:00:00
561,374,11,11,8,http://qiniuuwmp3.changba.com/856584349.mp3,2018-08-01 00:00:00
562,842,21,55,21,http://qiniuuwmp3.changba.com/856547965.mp3,2017-06-03 00:00:00
563,148,9,4,2,http://qiniuuwmp3.changba.com/855911790.mp3,2017-03-18 00:00:00
564,130,6,10,1,http://qiniuuwmp3.changba.com/855885557.mp3,2017-03-17 00:00:00
565,780,28,29,4,http://qiniuuwmp3.changba.com/855327986.mp3,2017-03-20 00:00:00
566,169,7,5,3,http://upscuw.changba.com/855297934.mp3,2017-03-16 00:00:00
567,158,5,3,4,http://qiniuuwmp3.changba.com/855252268.mp3,2017-03-16 00:00:00
568,394,6,6,7,http://upuwmp3.changba.com/userdata/userwork/944/854436944.mp3,2017-03-15 00:00:00
569,203,2,3,4,http://upuwmp3.changba.com/userdata/userwork/861/854422861.mp3,2017-03-15 00:00:00
570,312,13,16,2,http://qiniuuwmp3.changba.com/854185147.mp3,2017-03-15 00:00:00
571,141,4,13,1,http://upscuw.changba.com/854143715.mp3,2017-03-14 00:00:00
572,143,10,8,3,http://qiniuuwmp3.changba.com/853048778.mp3,2017-03-12 00:00:00
573,319,11,15,6,http://upscuw.changba.com/853006144.mp3,2017-03-12 00:00:00
574,138,8,9,0,http://upuwmp3.changba.com/userdata/userwork/95/852285095.mp3,2017-03-11 00:00:00
575,108,11,20,1,http://upuwmp3.changba.com/userdata/userwork/762/851947762.mp3,2017-03-11 00:00:00
576,257,22,19,10,http://qiniuuwmp3.changba.com/851128770.mp3,2017-03-10 00:00:00
577,319,20,26,12,http://qiniuuwmp3.changba.com/851096168.mp3,2017-03-11 00:00:00
578,158,17,21,3,http://upscuw.changba.com/851042532.mp3,2017-03-10 00:00:00
579,158,8,13,3,http://upscuw.changba.com/849632739.mp3,2017-03-06 00:00:00
580,90,12,13,1,http://qiniuuwmp3.changba.com/849581049.mp3,2017-03-06 00:00:00
581,181,7,5,2,http://qiniuuwmp3.changba.com/848385499.mp3,2017-03-04 00:00:00
582,117,6,6,1,http://qiniuuwmp3.changba.com/848328682.mp3,2017-03-04 00:00:00
583,1296,71,53,38,http://qiniuuwmp3.changba.com/845111673.mp3,2017-03-29 00:00:00
584,1057,24,53,8,http://upscuw.changba.com/845099309.mp3,2017-06-19 00:00:00
585,137,1,1,0,http://qiniuuwmp3.changba.com/845088583.mp3,2017-02-26 00:00:00
586,123,6,15,3,http://qiniuuwmp3.changba.com/844166890.mp3,2017-02-24 00:00:00
587,117,3,3,2,http://upuwmp3.changba.com/userdata/userwork/275/844009275.mp3,2017-02-24 00:00:00
588,198,3,8,2,http://qiniuuwmp3.changba.com/843984871.mp3,2017-02-24 00:00:00
589,120,3,6,1,http://ksapuw.changba.com/userdata/userwork/215/843702215.mp3,2017-02-23 00:00:00
590,131,8,10,2,http://upscuw.changba.com/842447823.mp3,2017-02-21 00:00:00
591,62,0,2,0,http://upscuw.changba.com/842430517.mp3,
592,119,4,4,2,http://qiniuuwmp3.changba.com/842411646.mp3,2017-02-21 00:00:00
593,78,4,2,0,http://qiniuuwmp3.changba.com/842404266.mp3,2017-02-21 00:00:00
594,128,2,3,1,http://qiniuuwmp3.changba.com/841932095.mp3,2017-02-20 00:00:00
595,160,8,12,5,http://upscuw.changba.com/841910220.mp3,2017-02-20 00:00:00
596,92,1,12,3,http://qiniuuwmp3.changba.com/841781374.mp3,2017-02-20 00:00:00
597,96,6,17,3,http://qiniuuwmp3.changba.com/838880171.mp3,2017-02-14 00:00:00
598,133,7,12,8,http://qiniuuwmp3.changba.com/838061479.mp3,2017-02-13 00:00:00
599,96,5,16,0,http://qiniuuwmp3.changba.com/837208981.mp3,2017-02-11 00:00:00
600,127,4,5,0,http://qiniuuwmp3.changba.com/837170963.mp3,2017-02-11 00:00:00
601,652,17,33,24,http://qiniuuwmp3.changba.com/834556471.mp3,2017-02-07 00:00:00
602,171,2,5,3,http://upuwmp3.changba.com/userdata/userwork/94/834374094.mp3,2017-02-06 00:00:00
603,131,2,4,1,http://upscuw.changba.com/833206502.mp3,2017-02-05 00:00:00
604,386,12,20,3,http://upscuw.changba.com/833204302.mp3,2017-02-04 00:00:00
605,137,7,7,1,http://upscuw.changba.com/828990744.mp3,2017-01-26 00:00:00
606,113,2,8,1,http://qiniuuwmp3.changba.com/828985089.mp3,2017-01-26 00:00:00
607,324,8,32,5,http://upscuw.changba.com/828154822.mp3,2017-01-24 00:00:00
608,200,4,9,0,http://qiniuuwmp3.changba.com/826307597.mp3,2017-01-20 00:00:00
